,first_name,last_name,full_name,language,country
8080,Ελπίδα,Κοτσινά,"['Ελπίδα', 'Κοτσινά']",Greek,Greece
8081,Γαρυφαλλιά-Απολλωνία,Καλομοίρη,"['Γαρυφαλλιά-Απολλωνία', 'Καλομοίρη']",Greek,Greece
8082,Ιγνάτιος,Χουδαλάκης,"['Ιγνάτιος', 'Χουδαλάκης']",Greek,Greece
8083,Αμφιτρίτη,Θεοδοσίου,"['Αμφιτρίτη', 'Θεοδοσίου']",Greek,Greece
8084,Ίκαρος,Βιδαλάκης,"['Ίκαρος', 'Βιδαλάκης']",Greek,Greece
8085,Ναταλία,Μαυρίδου,"['Ναταλία', 'Μαυρίδου']",Greek,Greece
8086,Μόσχα,Αλυσανδράτου,"['Μόσχα', 'Αλυσανδράτου']",Greek,Greece
8087,Αγαμέμνων,Λαγοπάτης,"['Αγαμέμνων', 'Λαγοπάτης']",Greek,Greece
8088,Άρτεμις,Σιμητοπούλου,"['Άρτεμις', 'Σιμητοπούλου']",Greek,Greece
8089,Αγγελική,Αγραφιώτη,"['Αγγελική', 'Αγραφιώτη']",Greek,Greece
8090,Ιερόθεος,Λώλος,"['Ιερόθεος', 'Λώλος']",Greek,Greece
8091,Φοίβος,Σμπρίνης,"['Φοίβος', 'Σμπρίνης']",Greek,Greece
8092,Κοσμάς,Λιόλιος,"['Κοσμάς', 'Λιόλιος']",Greek,Greece
8093,Κηρύκος-Λουδοβίκος,Ρίγκος,"['Κηρύκος-Λουδοβίκος', 'Ρίγκος']",Greek,Greece
8094,Ιορδάνης,Χριστακόπουλος,"['Ιορδάνης', 'Χριστακόπουλος']",Greek,Greece
8095,Μίνωας,Πετρόπουλος,"['Μίνωας', 'Πετρόπουλος']",Greek,Greece
8096,Ιππολύτη,Νίκα,"['Ιππολύτη', 'Νίκα']",Greek,Greece
8097,Επιστήμη,Τόγια,"['Επιστήμη', 'Τόγια']",Greek,Greece
8098,Σπυρίδων,Βαλαβάνης,"['Σπυρίδων', 'Βαλαβάνης']",Greek,Greece
8099,Ίων,Αετόπουλος,"['Ίων', 'Αετόπουλος']",Greek,Greece
8100,Δαμασκηνή,Ταμπορρίνο,"['Δαμασκηνή', 'Ταμπορρίνο']",Greek,Greece
8101,Βικέντια,Σκούμπρου,"['Βικέντια', 'Σκούμπρου']",Greek,Greece
8102,Κλήμης,Βαρσάμης,"['Κλήμης', 'Βαρσάμης']",Greek,Greece
8103,Άρης,Δερμιτζάκης,"['Άρης', 'Δερμιτζάκης']",Greek,Greece
8104,Μηνάς,Δινεζάκης,"['Μηνάς', 'Δινεζάκης']",Greek,Greece
8105,Λαζαρία,Παυλάκη,"['Λαζαρία', 'Παυλάκη']",Greek,Greece
8106,Αλέξανδρος,Σαραφίδης,"['Αλέξανδρος', 'Σαραφίδης']",Greek,Greece
8107,Γλυκερία,Μπαλλή,"['Γλυκερία', 'Μπαλλή']",Greek,Greece
8108,Μάρκος,Αξιώτης,"['Μάρκος', 'Αξιώτης']",Greek,Greece
8109,Σωκράτης,Θεοδωρόπουλος,"['Σωκράτης', 'Θεοδωρόπουλος']",Greek,Greece
8110,Παρθένα,Τυμβίου,"['Παρθένα', 'Τυμβίου']",Greek,Greece
8111,Ηλίας-Ορέστης,Λουλάκης,"['Ηλίας-Ορέστης', 'Λουλάκης']",Greek,Greece
8112,Κοσμάς,Ράλλης,"['Κοσμάς', 'Ράλλης']",Greek,Greece
8113,Φαίδων,Χαβρεδάκης,"['Φαίδων', 'Χαβρεδάκης']",Greek,Greece
8114,Αρχέλαος-Απόλλων,Τζιώτζης,"['Αρχέλαος-Απόλλων', 'Τζιώτζης']",Greek,Greece
8115,Βενιαμίν,Πιάγκος,"['Βενιαμίν', 'Πιάγκος']",Greek,Greece
8116,Ναυσικά,Δρόσου,"['Ναυσικά', 'Δρόσου']",Greek,Greece
8117,Μαυρούδης,Βαλτάς,"['Μαυρούδης', 'Βαλτάς']",Greek,Greece
8118,Μαργιέττα,Ατσαλάκη,"['Μαργιέττα', 'Ατσαλάκη']",Greek,Greece
8119,Ιάσων,Λαμπρινός,"['Ιάσων', 'Λαμπρινός']",Greek,Greece
8120,Θεοδόσης,Μακρής,"['Θεοδόσης', 'Μακρής']",Greek,Greece
8121,Αντίγονος,Κακατσός,"['Αντίγονος', 'Κακατσός']",Greek,Greece
8122,Αρχιμήδης,Αραμπατζής,"['Αρχιμήδης', 'Αραμπατζής']",Greek,Greece
8123,Ευδοκία,Αναστασάκη,"['Ευδοκία', 'Αναστασάκη']",Greek,Greece
8124,Λουδοβίκος-Ορφέας,Κουβάς,"['Λουδοβίκος-Ορφέας', 'Κουβάς']",Greek,Greece
8125,Αφέντης,Πάνος,"['Αφέντης', 'Πάνος']",Greek,Greece
8126,Ευθύμιος,Ντουλιάς,"['Ευθύμιος', 'Ντουλιάς']",Greek,Greece
8127,Βαρσάμος,Τσουκνίδας,"['Βαρσάμος', 'Τσουκνίδας']",Greek,Greece
8128,Λουκία,Καραθανάση,"['Λουκία', 'Καραθανάση']",Greek,Greece
8129,Αυξέντιος,Ζούνης,"['Αυξέντιος', 'Ζούνης']",Greek,Greece
8130,Νεοκλής,Ζηματίκας,"['Νεοκλής', 'Ζηματίκας']",Greek,Greece
8131,Τιμόθεος,Ρέντας,"['Τιμόθεος', 'Ρέντας']",Greek,Greece
8132,Συμεών,Γραμματικόπουλος,"['Συμεών', 'Γραμματικόπουλος']",Greek,Greece
8133,Σταματίνα,Τζιρατούδη,"['Σταματίνα', 'Τζιρατούδη']",Greek,Greece
8134,Ευστρατία,Χατζηδάκη,"['Ευστρατία', 'Χατζηδάκη']",Greek,Greece
8135,Ιορδανία,Καλέμη,"['Ιορδανία', 'Καλέμη']",Greek,Greece
8136,Ιωάννης,Κουκουλιάντας,"['Ιωάννης', 'Κουκουλιάντας']",Greek,Greece
8137,Αριάδνη,Γρίβα,"['Αριάδνη', 'Γρίβα']",Greek,Greece
8138,Ποθητή,Τόλη,"['Ποθητή', 'Τόλη']",Greek,Greece
8139,Ισμήνη,Τοπαλή,"['Ισμήνη', 'Τοπαλή']",Greek,Greece
8140,Ζαφείρης,Κριτσέλης,"['Ζαφείρης', 'Κριτσέλης']",Greek,Greece
8141,Κυπριανός,Κουλίδης,"['Κυπριανός', 'Κουλίδης']",Greek,Greece
8142,Ευρυδίκη,Μαμαλά,"['Ευρυδίκη', 'Μαμαλά']",Greek,Greece
8143,Ζαφείρης-Κηρύκος,Φραγκόπουλος,"['Ζαφείρης-Κηρύκος', 'Φραγκόπουλος']",Greek,Greece
8144,Ζαχαρούλα,Παπανώτα,"['Ζαχαρούλα', 'Παπανώτα']",Greek,Greece
8145,Βαρσαμία,Σταθά,"['Βαρσαμία', 'Σταθά']",Greek,Greece
8146,Ροδόφλος,Βλαχονικολέας,"['Ροδόφλος', 'Βλαχονικολέας']",Greek,Greece
8147,Λασκαρίνα,Ζιάρα,"['Λασκαρίνα', 'Ζιάρα']",Greek,Greece
8148,Μαντώ,Φουρκιώτη,"['Μαντώ', 'Φουρκιώτη']",Greek,Greece
8149,Πιερρίνα,Τζαναβάρα,"['Πιερρίνα', 'Τζαναβάρα']",Greek,Greece
8150,Πρόδρομος,Βούλγαρης,"['Πρόδρομος', 'Βούλγαρης']",Greek,Greece
8151,Τριαντάφυλλη,Μαγκανάρη,"['Τριαντάφυλλη', 'Μαγκανάρη']",Greek,Greece
8152,Τιμοθέα,Σιόλου,"['Τιμοθέα', 'Σιόλου']",Greek,Greece
8153,Πουλχερία,Πετράκη,"['Πουλχερία', 'Πετράκη']",Greek,Greece
8154,Προκόπιος,Αγγελόπουλος,"['Προκόπιος', 'Αγγελόπουλος']",Greek,Greece
8155,Κονδυλία,Γκούβα,"['Κονδυλία', 'Γκούβα']",Greek,Greece
8156,Θεοδόσης,Ρέντας,"['Θεοδόσης', 'Ρέντας']",Greek,Greece
8157,Απόλλων,Τσαλαμάνδρης,"['Απόλλων', 'Τσαλαμάνδρης']",Greek,Greece
8158,Ευστράτιος,Φωτογλίδης,"['Ευστράτιος', 'Φωτογλίδης']",Greek,Greece
8159,Λευκοθέα,Τσαμπαλή,"['Λευκοθέα', 'Τσαμπαλή']",Greek,Greece
8160,Ευστρατία-Φλώρα,Πανταζή,"['Ευστρατία-Φλώρα', 'Πανταζή']",Greek,Greece
8161,Λεωνίδας-Πάτροκλος,Αμπατζιάνης,"['Λεωνίδας-Πάτροκλος', 'Αμπατζιάνης']",Greek,Greece
8162,Ηλίας,Σπάλας,"['Ηλίας', 'Σπάλας']",Greek,Greece
8163,Παντελής,Κακοσαίος,"['Παντελής', 'Κακοσαίος']",Greek,Greece
8164,Θουκυδίδης-Σεβαστιανός,Πιάγκος,"['Θουκυδίδης-Σεβαστιανός', 'Πιάγκος']",Greek,Greece
8165,Λαοκράτης,Νικητόπουλος,"['Λαοκράτης', 'Νικητόπουλος']",Greek,Greece
8166,Ασημίνα-Ζηναϊς,Βασιλειάδη,"['Ασημίνα-Ζηναϊς', 'Βασιλειάδη']",Greek,Greece
8167,Αιμίλιος,Γαλατούλας,"['Αιμίλιος', 'Γαλατούλας']",Greek,Greece
8168,Σεραφεία,Πίσπα,"['Σεραφεία', 'Πίσπα']",Greek,Greece
8169,Περιστέρα,Μανέτα,"['Περιστέρα', 'Μανέτα']",Greek,Greece
8170,Βαλάντης,Μιχαηλίδης,"['Βαλάντης', 'Μιχαηλίδης']",Greek,Greece
8171,Λεονάρδος,Ζορμπάς,"['Λεονάρδος', 'Ζορμπάς']",Greek,Greece
8172,Θεοφύλακτος,Μαστρογιώργης,"['Θεοφύλακτος', 'Μαστρογιώργης']",Greek,Greece
8173,Ανδροκλής,Μανίκας,"['Ανδροκλής', 'Μανίκας']",Greek,Greece
8174,Αγαμέμνων,Αντωνιάδης,"['Αγαμέμνων', 'Αντωνιάδης']",Greek,Greece
8175,Αργυρώ,Κεσίση,"['Αργυρώ', 'Κεσίση']",Greek,Greece
8176,Αλέξιος,Γκούσκος,"['Αλέξιος', 'Γκούσκος']",Greek,Greece
8177,Αστέρω,Ανεζάκη,"['Αστέρω', 'Ανεζάκη']",Greek,Greece
8178,Πολύδωρος,Παπαθεοδοσίου,"['Πολύδωρος', 'Παπαθεοδοσίου']",Greek,Greece
8179,Ερμιόνη,Κοκκινίδου,"['Ερμιόνη', 'Κοκκινίδου']",Greek,Greece
8180,Αρτέμιος,Παππάς,"['Αρτέμιος', 'Παππάς']",Greek,Greece
8181,Πάρις-Ηλίας,Μπίλλας,"['Πάρις-Ηλίας', 'Μπίλλας']",Greek,Greece
8182,Αγησίλαος,Γαβριδάκης,"['Αγησίλαος', 'Γαβριδάκης']",Greek,Greece
8183,Ζαφείρης,Κούτρης,"['Ζαφείρης', 'Κούτρης']",Greek,Greece
8184,Ευθύμιος,Αγγελάκος,"['Ευθύμιος', 'Αγγελάκος']",Greek,Greece
8185,Ευλαμπία,Μπαλτατζή,"['Ευλαμπία', 'Μπαλτατζή']",Greek,Greece
8186,Πέτρος,Χαρισιάδης,"['Πέτρος', 'Χαρισιάδης']",Greek,Greece
8187,Θεοφάνης,Κοντοκώστας,"['Θεοφάνης', 'Κοντοκώστας']",Greek,Greece
8188,Ναθαναήλ,Σμπονιάς,"['Ναθαναήλ', 'Σμπονιάς']",Greek,Greece
8189,Ερμής,Θεοδωρικάκος,"['Ερμής', 'Θεοδωρικάκος']",Greek,Greece
8190,Κυριαζής,Τοδώρης,"['Κυριαζής', 'Τοδώρης']",Greek,Greece
8191,Αύγουστος,Σεβδάς,"['Αύγουστος', 'Σεβδάς']",Greek,Greece
8192,Βενιαμίν,Γκανάτσιος,"['Βενιαμίν', 'Γκανάτσιος']",Greek,Greece
8193,Χρυσή,Μπεσύρη,"['Χρυσή', 'Μπεσύρη']",Greek,Greece
8194,Ροδόφλος-Αιμίλιος,Φυδάνης,"['Ροδόφλος-Αιμίλιος', 'Φυδάνης']",Greek,Greece
8195,Μαλαματένια,Χονδρούδη,"['Μαλαματένια', 'Χονδρούδη']",Greek,Greece
8196,Αργύριος-Φώτιος,Σκουλαρίδης,"['Αργύριος-Φώτιος', 'Σκουλαρίδης']",Greek,Greece
8197,Στέλλα-Φιλιώ,Λιναρδάκη,"['Στέλλα-Φιλιώ', 'Λιναρδάκη']",Greek,Greece
8198,Μόσχα,Δρακουλή,"['Μόσχα', 'Δρακουλή']",Greek,Greece
8199,Αντωνία,Παπανικολάου,"['Αντωνία', 'Παπανικολάου']",Greek,Greece
8200,Ελισσαίος,Πάντος,"['Ελισσαίος', 'Πάντος']",Greek,Greece
8201,Μαλαμάτη,Κυρίτση,"['Μαλαμάτη', 'Κυρίτση']",Greek,Greece
8202,Ανδρομέδα,Γιακαμόζη,"['Ανδρομέδα', 'Γιακαμόζη']",Greek,Greece
8203,Φωτεινός,Καλαμαράκης,"['Φωτεινός', 'Καλαμαράκης']",Greek,Greece
8204,Ακριβή,Πολίτου,"['Ακριβή', 'Πολίτου']",Greek,Greece
8205,Δαμιανή,Σαββάκη,"['Δαμιανή', 'Σαββάκη']",Greek,Greece
8206,Θεμιστόκλεια,Αδαμοπούλου,"['Θεμιστόκλεια', 'Αδαμοπούλου']",Greek,Greece
8207,Μικές,Τραχίλης,"['Μικές', 'Τραχίλης']",Greek,Greece
8208,Νεκτάριος,Λουλάκης,"['Νεκτάριος', 'Λουλάκης']",Greek,Greece
8209,Σωτήρης,Σαμακίδης,"['Σωτήρης', 'Σαμακίδης']",Greek,Greece
8210,Αγλαΐα,Δαΐκου,"['Αγλαΐα', 'Δαΐκου']",Greek,Greece
8211,Ρουμπίνη,Ορφανίδου,"['Ρουμπίνη', 'Ορφανίδου']",Greek,Greece
8212,Λέων,Κατσαρός,"['Λέων', 'Κατσαρός']",Greek,Greece
8213,Πουλχερία,Αθανασιάδου,"['Πουλχερία', 'Αθανασιάδου']",Greek,Greece
8214,Θέμης,Μπλανάς,"['Θέμης', 'Μπλανάς']",Greek,Greece
8215,Δήμητρα-Χριστίνα,Καμινάρη,"['Δήμητρα-Χριστίνα', 'Καμινάρη']",Greek,Greece
8216,Αυξέντιος,Καρανίκας,"['Αυξέντιος', 'Καρανίκας']",Greek,Greece
8217,Ζαφείριος,Δουμάς,"['Ζαφείριος', 'Δουμάς']",Greek,Greece
8218,Ρόζα,Παπανάνου,"['Ρόζα', 'Παπανάνου']",Greek,Greece
8219,Καλλίνικη,Σπηλιάδου,"['Καλλίνικη', 'Σπηλιάδου']",Greek,Greece
8220,Βασίλειος,Φουτσιτζής,"['Βασίλειος', 'Φουτσιτζής']",Greek,Greece
8221,Άριστος,Πισχινάς,"['Άριστος', 'Πισχινάς']",Greek,Greece
8222,Γλαύκη-Μελένια,Σπανίδου,"['Γλαύκη-Μελένια', 'Σπανίδου']",Greek,Greece
8223,Θρασύβουλος,Δάρας,"['Θρασύβουλος', 'Δάρας']",Greek,Greece
8224,Αριστομένης,Πιάγκος,"['Αριστομένης', 'Πιάγκος']",Greek,Greece
8225,Θεολόγος,Παπαγεωργίου,"['Θεολόγος', 'Παπαγεωργίου']",Greek,Greece
8226,Σοφοκλής,Κυριαζής,"['Σοφοκλής', 'Κυριαζής']",Greek,Greece
8227,Καλλιρρόη-Μακρίνα,Τριανταφύλλου,"['Καλλιρρόη-Μακρίνα', 'Τριανταφύλλου']",Greek,Greece
8228,Θέμης,Δουβρόπουλος,"['Θέμης', 'Δουβρόπουλος']",Greek,Greece
8229,Οδυσσεύς,Σταυριανός,"['Οδυσσεύς', 'Σταυριανός']",Greek,Greece
8230,Αρτέμης,Μαυρουδής,"['Αρτέμης', 'Μαυρουδής']",Greek,Greece
8231,Ευτύχιος,Χριστάκης,"['Ευτύχιος', 'Χριστάκης']",Greek,Greece
8232,Πιερρίνα,Πουρνάρα,"['Πιερρίνα', 'Πουρνάρα']",Greek,Greece
8233,Σιρανούς,Τερζίδης,"['Σιρανούς', 'Τερζίδης']",Greek,Greece
8234,Σοφία-Σεβαστή,Παπακωνσταντίνου,"['Σοφία-Σεβαστή', 'Παπακωνσταντίνου']",Greek,Greece
8235,Οδυσσέας,Νικολόπουλος,"['Οδυσσέας', 'Νικολόπουλος']",Greek,Greece
8236,Σιρανούς,Τολούδης,"['Σιρανούς', 'Τολούδης']",Greek,Greece
8237,Νικόλαος,Παντζέκος,"['Νικόλαος', 'Παντζέκος']",Greek,Greece
8238,Άλκηστις,Πατελλή,"['Άλκηστις', 'Πατελλή']",Greek,Greece
8239,Άνθιμος,Ζούνης,"['Άνθιμος', 'Ζούνης']",Greek,Greece
8240,Ιερεμίας,Σεφέκος,"['Ιερεμίας', 'Σεφέκος']",Greek,Greece
8241,Ναθαναήλ,Κατσαρός,"['Ναθαναήλ', 'Κατσαρός']",Greek,Greece
8242,Φοίβος,Δεσύλλας,"['Φοίβος', 'Δεσύλλας']",Greek,Greece
8243,Στέλλα,Οικονομοπούλου,"['Στέλλα', 'Οικονομοπούλου']",Greek,Greece
8244,Έξαρχος,Μποτώνης,"['Έξαρχος', 'Μποτώνης']",Greek,Greece
8245,Βαλάντης,Χαλατσής,"['Βαλάντης', 'Χαλατσής']",Greek,Greece
8246,Σωκράτης,Σολακούδης,"['Σωκράτης', 'Σολακούδης']",Greek,Greece
8247,Πούλια-Σωφρονία,Βαγενά,"['Πούλια-Σωφρονία', 'Βαγενά']",Greek,Greece
8248,Πύρρος,Κραββαρίτης,"['Πύρρος', 'Κραββαρίτης']",Greek,Greece
8249,Ευλαμπία-Θάλεια,Μπατζάνη,"['Ευλαμπία-Θάλεια', 'Μπατζάνη']",Greek,Greece
8250,Κωνσταντία-Άλκηστις,Σταυρίδου,"['Κωνσταντία-Άλκηστις', 'Σταυρίδου']",Greek,Greece
8251,Ιάσων,Πλακωτάρης,"['Ιάσων', 'Πλακωτάρης']",Greek,Greece
8252,Θωμαίς,Πατινιωτάκη,"['Θωμαίς', 'Πατινιωτάκη']",Greek,Greece
8253,Θησεύς,Σκορδάκης,"['Θησεύς', 'Σκορδάκης']",Greek,Greece
8254,Λαέρτης,Κελλάρης,"['Λαέρτης', 'Κελλάρης']",Greek,Greece
8255,Νικολίτσα,Τσιπλίκωφ,"['Νικολίτσα', 'Τσιπλίκωφ']",Greek,Greece
8256,Κλέαρχος,Μακρυκώστας,"['Κλέαρχος', 'Μακρυκώστας']",Greek,Greece
8257,Λεμονιά,Μηλιάκη,"['Λεμονιά', 'Μηλιάκη']",Greek,Greece
8258,Γιαννούλα,Μπατζάνη,"['Γιαννούλα', 'Μπατζάνη']",Greek,Greece
8259,Βλαδίμηρος-Νεκτάριος,Νασίκας,"['Βλαδίμηρος-Νεκτάριος', 'Νασίκας']",Greek,Greece
8260,Κλεοπάτρα-Λήδα,Ανανιάδου,"['Κλεοπάτρα-Λήδα', 'Ανανιάδου']",Greek,Greece
8261,Στεργιαννώ,Αναστασίου,"['Στεργιαννώ', 'Αναστασίου']",Greek,Greece
8262,Ιγνάτιος,Ταχμαζίδης,"['Ιγνάτιος', 'Ταχμαζίδης']",Greek,Greece
8263,Δάφνη,Γκόνη,"['Δάφνη', 'Γκόνη']",Greek,Greece
8264,Οδύσσεια,Μπούζα,"['Οδύσσεια', 'Μπούζα']",Greek,Greece
8265,Θέμης,Βασιλείου,"['Θέμης', 'Βασιλείου']",Greek,Greece
8266,Ζαφείρης-Ιούλιος,Κατσίπης,"['Ζαφείρης-Ιούλιος', 'Κατσίπης']",Greek,Greece
8267,Αυξέντιος-Μαρτίνος,Ραδοβάλης,"['Αυξέντιος-Μαρτίνος', 'Ραδοβάλης']",Greek,Greece
8268,Νίκων,Δόβας,"['Νίκων', 'Δόβας']",Greek,Greece
8269,Αρτέμης,Κολοβός,"['Αρτέμης', 'Κολοβός']",Greek,Greece
8270,Βλάσιος,Ρίζος,"['Βλάσιος', 'Ρίζος']",Greek,Greece
8271,Μαργιέττα-Μαριάννα,Αλεξανδρίδου,"['Μαργιέττα-Μαριάννα', 'Αλεξανδρίδου']",Greek,Greece
8272,Ροδόκλεια,Δαρδιώτη,"['Ροδόκλεια', 'Δαρδιώτη']",Greek,Greece
8273,Νεόκλεια,Κοτρώτσου,"['Νεόκλεια', 'Κοτρώτσου']",Greek,Greece
8274,Μαύρος,Δόβας,"['Μαύρος', 'Δόβας']",Greek,Greece
8275,Αποστολία,Καρολίδου,"['Αποστολία', 'Καρολίδου']",Greek,Greece
8276,Φωκάς,Κατσίφος,"['Φωκάς', 'Κατσίφος']",Greek,Greece
8277,Μαρίνος,Κονιδάρης,"['Μαρίνος', 'Κονιδάρης']",Greek,Greece
8278,Αφέντης-Ίων,Αγκυρόπουλος,"['Αφέντης-Ίων', 'Αγκυρόπουλος']",Greek,Greece
8279,Βενέτιος,Παπαγιάννης,"['Βενέτιος', 'Παπαγιάννης']",Greek,Greece
8280,Ευαγγελία,Κώτσου,"['Ευαγγελία', 'Κώτσου']",Greek,Greece
8281,Πύρρος,Τοδώρης,"['Πύρρος', 'Τοδώρης']",Greek,Greece
8282,Ναπολέων,Μοσχόπουλος,"['Ναπολέων', 'Μοσχόπουλος']",Greek,Greece
8283,Λεώνη,Γαβριηλίδη,"['Λεώνη', 'Γαβριηλίδη']",Greek,Greece
8284,Βενέτιος,Βιολάτος,"['Βενέτιος', 'Βιολάτος']",Greek,Greece
8285,Φανή,Σδούκου,"['Φανή', 'Σδούκου']",Greek,Greece
8286,Παναγιώτης,Ζευγίτης,"['Παναγιώτης', 'Ζευγίτης']",Greek,Greece
8287,Κυράτσα,Λέκκα,"['Κυράτσα', 'Λέκκα']",Greek,Greece
8288,Αγάπη,Κουμάρα,"['Αγάπη', 'Κουμάρα']",Greek,Greece
8289,Μακρίνα,Ζώη,"['Μακρίνα', 'Ζώη']",Greek,Greece
8290,Λέανδρος,Κατσογιάννης,"['Λέανδρος', 'Κατσογιάννης']",Greek,Greece
8291,Μερόπη,Ντόβα,"['Μερόπη', 'Ντόβα']",Greek,Greece
8292,Ζωή-Δαμασκηνή,Σταμέλου,"['Ζωή-Δαμασκηνή', 'Σταμέλου']",Greek,Greece
8293,Φωτεινή,Φασουλίδου,"['Φωτεινή', 'Φασουλίδου']",Greek,Greece
8294,Κλημεντίνη,Μάρα,"['Κλημεντίνη', 'Μάρα']",Greek,Greece
8295,Πολυχρονία,Βαρουτίδου,"['Πολυχρονία', 'Βαρουτίδου']",Greek,Greece
8296,Ταξιαρχία,Φιλίππου,"['Ταξιαρχία', 'Φιλίππου']",Greek,Greece
8297,Σιρανούς,Δημόπουλος,"['Σιρανούς', 'Δημόπουλος']",Greek,Greece
8298,Σώζων-Βύρων,Προβής,"['Σώζων-Βύρων', 'Προβής']",Greek,Greece
8299,Αικατερίνη,Στούμπου,"['Αικατερίνη', 'Στούμπου']",Greek,Greece
8300,Σουλτάνα,Χρήστου,"['Σουλτάνα', 'Χρήστου']",Greek,Greece
8301,Μένανδρος,Γιαννούκος,"['Μένανδρος', 'Γιαννούκος']",Greek,Greece
8302,Σεβαστιανός,Βώσσος,"['Σεβαστιανός', 'Βώσσος']",Greek,Greece
8303,Μαριάνθη,Καμινάρη,"['Μαριάνθη', 'Καμινάρη']",Greek,Greece
8304,Χαρίκλεια,Σκοτάδη,"['Χαρίκλεια', 'Σκοτάδη']",Greek,Greece
8305,Νεκτάριος,Ρέγκας,"['Νεκτάριος', 'Ρέγκας']",Greek,Greece
8306,Αθηναγόρας,Βασιλογιάννης,"['Αθηναγόρας', 'Βασιλογιάννης']",Greek,Greece
8307,Κηρύκος,Λαγγούσης,"['Κηρύκος', 'Λαγγούσης']",Greek,Greece
8308,Δωρόθεος,Μαυρομανωλάκης,"['Δωρόθεος', 'Μαυρομανωλάκης']",Greek,Greece
8309,Αποστολία,Ζυγούρη,"['Αποστολία', 'Ζυγούρη']",Greek,Greece
8310,Ισμήνη,Μητσοπούλου,"['Ισμήνη', 'Μητσοπούλου']",Greek,Greece
8311,Δημήτριος,Ασαρίδης,"['Δημήτριος', 'Ασαρίδης']",Greek,Greece
8312,Λαοκράτης,Θεοδωρόπουλος,"['Λαοκράτης', 'Θεοδωρόπουλος']",Greek,Greece
8313,Βλαδίμηρος,Αραμπατζής,"['Βλαδίμηρος', 'Αραμπατζής']",Greek,Greece
8314,Μελέτιος,Παπαδάκης,"['Μελέτιος', 'Παπαδάκης']",Greek,Greece
8315,Τίτος,Μοσχόπουλος,"['Τίτος', 'Μοσχόπουλος']",Greek,Greece
8316,Απολλωνία-Αυγή,Πουρνάρα,"['Απολλωνία-Αυγή', 'Πουρνάρα']",Greek,Greece
8317,Ταξιαρχία,Δρακάκη,"['Ταξιαρχία', 'Δρακάκη']",Greek,Greece
8318,Εύκλεια,Παπανάνου,"['Εύκλεια', 'Παπανάνου']",Greek,Greece
8319,Μελέτια,Λογοθέτη,"['Μελέτια', 'Λογοθέτη']",Greek,Greece
8320,Περσεφόνη,Παυλή,"['Περσεφόνη', 'Παυλή']",Greek,Greece
8321,Γαβριέλλα,Πετροσιάν,"['Γαβριέλλα', 'Πετροσιάν']",Greek,Greece
8322,Βρασίδας,Σπανδωνίδης,"['Βρασίδας', 'Σπανδωνίδης']",Greek,Greece
8323,Ζαχαρούλα,Πετροσιάν,"['Ζαχαρούλα', 'Πετροσιάν']",Greek,Greece
8324,Νικόδημος-Βενιαμίν,Καλαμαράκης,"['Νικόδημος-Βενιαμίν', 'Καλαμαράκης']",Greek,Greece
8325,Τριαντάφυλλος,Τζιώτζης,"['Τριαντάφυλλος', 'Τζιώτζης']",Greek,Greece
8326,Ησαΐας-Ιάσονας,Σμπρίνης,"['Ησαΐας-Ιάσονας', 'Σμπρίνης']",Greek,Greece
8327,Σαπφώ,Χατζηγεωργίου,"['Σαπφώ', 'Χατζηγεωργίου']",Greek,Greece
8328,Ασπασία,Τοπαλή,"['Ασπασία', 'Τοπαλή']",Greek,Greece
8329,Νταίζη-Μηλιά,Μπρούζου,"['Νταίζη-Μηλιά', 'Μπρούζου']",Greek,Greece
8330,Αλίκη-Καλλιόπη,Χιωτίδου,"['Αλίκη-Καλλιόπη', 'Χιωτίδου']",Greek,Greece
8331,Λεονάρδος,Διακάκης,"['Λεονάρδος', 'Διακάκης']",Greek,Greece
8332,Ιωακείμ,Βούλγαρης,"['Ιωακείμ', 'Βούλγαρης']",Greek,Greece
8333,Δομήνικος,Θεοδωρόπουλος,"['Δομήνικος', 'Θεοδωρόπουλος']",Greek,Greece
8334,Ναθαναήλ,Γιαπατζής,"['Ναθαναήλ', 'Γιαπατζής']",Greek,Greece
8335,Πολυζώης-Σπήλιος,Μποτσώλης,"['Πολυζώης-Σπήλιος', 'Μποτσώλης']",Greek,Greece
8336,Μίνωας,Αυγουστής,"['Μίνωας', 'Αυγουστής']",Greek,Greece
8337,Ευσταθία,Αργυράκη,"['Ευσταθία', 'Αργυράκη']",Greek,Greece
8338,Στεργιαννώ,Δημητρέλου,"['Στεργιαννώ', 'Δημητρέλου']",Greek,Greece
8339,Λύσανδρος,Χρυσοβέργης,"['Λύσανδρος', 'Χρυσοβέργης']",Greek,Greece
8340,Ακριβή,Κουλουμπού,"['Ακριβή', 'Κουλουμπού']",Greek,Greece
8341,Λεωνιδιά,Παπασταύρου,"['Λεωνιδιά', 'Παπασταύρου']",Greek,Greece
8342,Ερμής,Λεντζίου,"['Ερμής', 'Λεντζίου']",Greek,Greece
8343,Ρούσα,Μανιάτη,"['Ρούσα', 'Μανιάτη']",Greek,Greece
8344,Βικέντια,Μακροπούλου,"['Βικέντια', 'Μακροπούλου']",Greek,Greece
8345,Στέργιος,Ζαραφέτας,"['Στέργιος', 'Ζαραφέτας']",Greek,Greece
8346,Κορνήλιος,Σαρίκας,"['Κορνήλιος', 'Σαρίκας']",Greek,Greece
